machine_id,date,location,operating_hours,fuel_consumed_liters,idle_time_minutes,avg_speed_kmh,engine_hours_total,fault_code
JD-006,2024-02-06,Nagpur,8.25,66.52,26.51,11.0,477.26,E002
JD-006,2024-02-07,Nagpur,8.77,73.99,17.74,7.33,486.03,NONE
JD-006,2024-02-08,Nagpur,8.37,80.79,22.54,19.66,494.4,NONE
JD-006,2024-02-09,Nagpur,9.27,90.13,35.27,16.33,503.67,NONE
JD-006,2024-02-10,Nagpur,9.26,89.21,24.02,11.54,512.93,NONE
JD-006,2024-02-11,Nagpur,4.09,38.63,34.74,7.09,517.02,NONE
JD-006,2024-02-12,Nagpur,8.61,73.36,16.52,24.61,525.63,NONE
JD-006,2024-02-13,Nagpur,5.72,42.83,29.24,19.78,531.35,NONE
JD-006,2024-02-14,Nagpur,4.26,38.42,27.57,7.07,535.61,NONE
JD-006,2024-02-15,Nagpur,5.38,47.26,21.27,23.77,540.99,NONE
JD-006,2024-02-16,Nagpur,10.55,104.0,20.29,24.39,551.54,NONE
JD-006,2024-02-17,Nagpur,7.45,61.2,14.7,6.06,558.99,NONE
JD-006,2024-02-18,Nagpur,9.54,81.06,19.4,17.28,568.52,NONE
JD-006,2024-02-19,Nagpur,6.02,53.06,22.94,21.47,574.55,NONE
JD-006,2024-02-20,Nagpur,10.57,90.34,22.72,12.25,585.11,NONE
JD-006,2024-02-21,Nagpur,10.45,85.29,18.93,6.69,595.56,NONE
JD-006,2024-02-22,Nagpur,7.73,66.22,35.81,9.42,603.29,NONE
JD-006,2024-02-23,Nagpur,7.05,66.29,35.35,12.69,610.34,NONE
JD-006,2024-02-24,Nagpur,7.67,62.16,38.25,7.37,618.01,NONE
JD-006,2024-02-25,Nagpur,11.47,104.19,27.55,5.65,629.48,NONE
JD-006,2024-02-26,Nagpur,7.8,65.33,17.66,18.13,637.29,NONE
JD-006,2024-02-27,Nagpur,11.77,103.21,32.44,6.37,649.06,NONE
JD-006,2024-02-28,Nagpur,7.34,55.93,29.72,23.77,656.4,NONE
JD-006,2024-02-29,Nagpur,9.29,69.86,22.82,16.01,665.69,NONE
JD-006,2024-03-01,Nagpur,7.23,68.43,35.11,17.24,672.92,NONE
JD-006,2024-03-02,Nagpur,6.99,55.74,16.18,12.1,679.91,NONE
JD-006,2024-03-03,Nagpur,7.31,66.21,30.93,6.4,687.21,E001
JD-006,2024-03-04,Nagpur,7.16,55.77,17.54,21.55,694.37,NONE
JD-006,2024-03-05,Nagpur,4.34,36.42,17.84,22.59,698.71,NONE
JD-006,2024-03-06,Nagpur,8.46,66.93,26.77,19.63,707.16,NONE
JD-006,2024-03-07,Nagpur,11.66,92.0,37.02,23.69,718.83,NONE
JD-006,2024-03-08,Nagpur,11.33,101.52,30.17,13.06,730.16,NONE
JD-006,2024-03-09,Nagpur,10.02,87.07,31.44,13.57,740.18,NONE
JD-006,2024-03-10,Nagpur,9.85,93.07,17.26,21.66,750.03,NONE
JD-006,2024-03-11,Nagpur,8.32,79.06,24.87,12.58,758.35,NONE
JD-006,2024-03-12,Nagpur,11.32,90.18,35.9,14.68,769.67,NONE
JD-006,2024-03-13,Nagpur,8.11,65.83,28.65,11.5,777.79,NONE
JD-006,2024-03-14,Nagpur,4.31,34.6,13.52,24.57,782.1,E003
JD-006,2024-03-15,Nagpur,11.73,97.78,32.8,11.92,793.83,NONE
JD-006,2024-03-16,Nagpur,9.37,88.05,38.63,13.0,803.2,NONE
JD-006,2024-03-17,Nagpur,10.27,82.18,39.8,5.52,813.46,NONE
JD-006,2024-03-18,Nagpur,8.83,79.64,31.73,7.41,822.29,NONE
JD-006,2024-03-19,Nagpur,11.51,89.6,29.98,9.45,833.8,NONE
JD-006,2024-03-20,Nagpur,6.46,56.37,24.49,8.2,840.26,E001
JD-006,2024-03-21,Nagpur,5.37,45.07,33.57,22.96,845.62,NONE
JD-006,2024-03-22,Nagpur,4.67,38.94,16.03,5.33,850.3,NONE
JD-006,2024-03-23,Nagpur,9.29,82.47,17.7,9.68,859.59,NONE
JD-006,2024-03-24,Nagpur,4.19,39.69,39.38,7.71,863.78,NONE
JD-006,2024-03-25,Nagpur,5.85,55.95,38.09,13.39,869.63,NONE
JD-006,2024-03-26,Nagpur,4.4,32.68,28.68,12.86,874.04,NONE
JD-006,2024-03-27,Nagpur,4.23,37.32,13.65,20.75,878.27,NONE
JD-006,2024-03-28,Nagpur,6.45,47.88,29.06,12.95,884.72,NONE
JD-006,2024-03-29,Nagpur,11.79,102.85,20.7,19.19,896.51,E001
JD-006,2024-03-30,Nagpur,6.17,59.58,23.36,16.0,902.68,NONE
JD-006,2024-03-31,Nagpur,4.4,37.08,35.58,21.11,907.09,NONE
JD-006,2024-04-01,Nagpur,5.79,45.79,35.18,23.61,912.88,NONE
JD-006,2024-04-02,Nagpur,4.76,40.39,22.36,22.41,917.64,NONE
JD-006,2024-04-03,Nagpur,4.67,36.71,33.45,6.03,922.31,NONE
JD-006,2024-04-04,Nagpur,7.94,67.17,22.28,12.89,930.25,NONE
JD-006,2024-04-05,Nagpur,8.24,63.73,28.63,21.11,938.49,E003
JD-006,2024-04-06,Nagpur,10.08,77.78,17.34,10.36,948.57,NONE
JD-006,2024-04-07,Nagpur,6.89,57.68,31.5,6.13,955.46,NONE
JD-006,2024-04-08,Nagpur,4.28,35.63,31.97,8.87,959.74,NONE
JD-006,2024-04-09,Nagpur,9.13,72.95,37.01,22.91,968.87,NONE
JD-006,2024-04-10,Nagpur,6.38,50.46,24.34,9.81,975.25,NONE
JD-006,2024-04-11,Nagpur,9.38,88.64,31.33,21.49,984.63,E002
JD-006,2024-04-12,Nagpur,7.18,55.41,33.06,12.21,991.8,E001
JD-006,2024-04-13,Nagpur,9.37,75.12,15.52,24.85,1001.17,NONE
JD-006,2024-04-14,Nagpur,5.25,51.82,39.45,20.88,1006.42,NONE
JD-006,2024-04-15,Nagpur,9.28,81.72,36.48,10.79,1015.7,NONE
JD-006,2024-04-16,Nagpur,7.74,69.03,24.33,13.55,1023.44,NONE
JD-006,2024-04-17,Nagpur,6.64,58.29,36.07,9.03,1030.08,E002
JD-006,2024-04-18,Nagpur,11.48,104.4,35.34,16.12,1041.56,NONE
JD-006,2024-04-19,Nagpur,10.24,75.33,35.21,5.8,1051.79,NONE
JD-006,2024-04-20,Nagpur,11.12,109.86,21.2,9.21,1062.91,E003
JD-006,2024-04-21,Nagpur,10.12,80.69,36.47,7.06,1073.04,NONE
JD-006,2024-04-22,Nagpur,5.01,49.31,31.35,21.94,1078.04,NONE
JD-006,2024-04-23,Nagpur,6.59,59.78,29.22,17.06,1084.64,NONE
JD-006,2024-04-24,Nagpur,9.46,83.29,24.81,10.52,1094.1,NONE
JD-006,2024-04-25,Nagpur,10.15,80.2,31.84,9.67,1104.25,NONE
JD-006,2024-04-26,Nagpur,9.0,83.25,19.19,6.2,1113.25,NONE
JD-006,2024-04-27,Nagpur,5.05,44.84,36.04,5.9,1118.3,NONE
JD-006,2024-04-28,Nagpur,9.87,80.95,26.13,23.58,1128.17,NONE
JD-006,2024-04-29,Nagpur,6.66,56.7,13.72,6.63,1134.83,NONE
JD-006,2024-04-30,Nagpur,6.07,44.85,30.21,13.53,1140.9,NONE
JD-006,2024-05-01,Nagpur,8.39,65.14,21.25,18.28,1149.28,NONE
JD-006,2024-05-02,Nagpur,11.72,87.31,37.13,16.54,1161.0,E003
JD-006,2024-05-03,Nagpur,8.51,73.28,15.2,6.8,1169.51,E003
JD-006,2024-05-04,Nagpur,8.81,72.21,37.85,13.13,1178.32,NONE
JD-006,2024-05-05,Nagpur,5.15,47.16,21.19,15.51,1183.47,NONE
JD-006,2024-05-06,Nagpur,9.58,92.4,34.51,18.53,1193.05,NONE
JD-006,2024-05-07,Nagpur,9.44,92.11,21.25,5.02,1202.49,NONE
JD-006,2024-05-08,Nagpur,6.18,48.67,31.03,17.67,1208.66,NONE
JD-006,2024-05-09,Nagpur,8.75,64.38,32.81,11.47,1217.41,NONE
JD-006,2024-05-10,Nagpur,9.32,81.6,22.5,7.69,1226.73,NONE
JD-006,2024-05-11,Nagpur,4.76,45.01,37.88,18.0,1231.49,NONE
JD-006,2024-05-12,Nagpur,4.83,40.34,32.82,20.6,1236.31,NONE
JD-006,2024-05-13,Nagpur,4.95,36.19,32.37,12.13,1241.26,NONE
JD-006,2024-05-14,Nagpur,6.04,44.37,27.78,22.02,1247.3,NONE
JD-006,2024-05-15,Nagpur,11.66,102.37,27.09,6.7,1258.96,NONE
JD-006,2024-05-16,Nagpur,8.39,69.64,29.56,12.77,1267.35,NONE
JD-006,2024-05-17,Nagpur,5.92,44.79,21.76,6.93,1273.27,NONE
JD-006,2024-05-18,Nagpur,5.42,53.44,25.21,15.64,1278.69,NONE
JD-006,2024-05-19,Nagpur,10.99,108.67,28.91,21.25,1289.67,NONE
JD-006,2024-05-20,Nagpur,6.62,53.63,24.11,18.45,1296.29,NONE
JD-006,2024-05-21,Nagpur,9.46,76.91,16.91,17.65,1305.75,NONE
JD-006,2024-05-22,Nagpur,5.03,44.29,31.87,19.01,1310.77,NONE
JD-006,2024-05-23,Nagpur,10.03,95.99,26.7,19.6,1320.8,NONE
JD-006,2024-05-24,Nagpur,8.95,69.83,14.04,10.69,1329.76,NONE
JD-006,2024-05-25,Nagpur,7.54,67.23,36.05,8.92,1337.3,NONE
JD-006,2024-05-26,Nagpur,5.0,49.07,16.24,14.57,1342.3,NONE
JD-006,2024-05-27,Nagpur,8.68,75.69,15.65,6.14,1350.99,NONE
JD-006,2024-05-28,Nagpur,4.84,42.77,27.89,9.67,1355.83,NONE
JD-006,2024-05-29,Nagpur,9.1,85.89,14.46,14.96,1364.93,NONE
JD-006,2024-05-30,Nagpur,9.51,75.82,21.57,17.27,1374.45,E003
JD-006,2024-05-31,Nagpur,11.18,105.23,28.92,19.6,1385.63,NONE
JD-006,2024-06-01,Nagpur,6.92,62.08,25.8,8.8,1392.55,NONE
JD-006,2024-06-02,Nagpur,9.61,84.17,22.93,23.23,1402.16,NONE
JD-006,2024-06-03,Nagpur,4.17,33.9,14.87,20.33,1406.33,NONE
JD-006,2024-06-04,Nagpur,9.62,78.6,31.39,12.92,1415.95,NONE
JD-006,2024-06-05,Nagpur,10.05,85.33,24.36,23.69,1426.0,NONE
JD-006,2024-06-06,Nagpur,6.01,45.83,28.96,24.39,1432.01,NONE
JD-006,2024-06-07,Nagpur,7.02,52.52,22.41,15.12,1439.03,NONE
JD-006,2024-06-08,Nagpur,5.3,47.75,40.0,14.03,1444.32,NONE
JD-006,2024-06-09,Nagpur,6.84,57.11,16.43,22.67,1451.16,NONE
JD-006,2024-06-10,Nagpur,7.32,60.88,30.97,13.84,1458.48,NONE
JD-006,2024-06-11,Nagpur,9.19,68.68,35.08,23.81,1467.67,NONE
JD-006,2024-06-12,Nagpur,9.19,89.91,17.4,14.55,1476.86,NONE
JD-006,2024-06-13,Nagpur,8.81,77.75,24.07,11.76,1485.67,NONE
JD-006,2024-06-14,Nagpur,5.01,41.77,17.7,19.69,1490.69,NONE
JD-006,2024-06-15,Nagpur,5.67,42.35,28.1,16.9,1496.36,NONE
JD-006,2024-06-16,Nagpur,10.98,96.67,22.58,21.06,1507.33,NONE
JD-006,2024-06-17,Nagpur,8.32,62.6,28.46,23.16,1515.65,NONE
JD-006,2024-06-18,Nagpur,7.17,57.96,17.18,8.03,1522.82,NONE
JD-006,2024-06-19,Nagpur,7.46,66.09,15.5,23.79,1530.29,NONE
JD-006,2024-06-20,Nagpur,10.04,88.69,35.47,6.6,1540.33,NONE
JD-006,2024-06-21,Nagpur,7.81,69.9,35.48,20.67,1548.14,NONE
JD-006,2024-06-22,Nagpur,6.22,60.6,16.67,22.5,1554.36,NONE
JD-006,2024-06-23,Nagpur,11.77,91.5,32.63,5.81,1566.13,NONE
JD-006,2024-06-24,Nagpur,7.24,62.66,28.86,23.72,1573.37,NONE
JD-006,2024-06-25,Nagpur,9.38,80.28,34.97,24.01,1582.75,NONE
JD-006,2024-06-26,Nagpur,4.18,41.16,15.65,21.29,1586.92,NONE
JD-006,2024-06-27,Nagpur,6.24,47.81,25.1,17.88,1593.17,NONE
JD-006,2024-06-28,Nagpur,7.05,52.57,29.36,23.05,1600.21,NONE
JD-007,2024-01-01,Aurangabad,4.39,51.37,21.87,16.76,120.77,NONE
JD-007,2024-01-02,Aurangabad,6.82,79.46,17.39,21.52,127.6,NONE
JD-007,2024-01-03,Aurangabad,9.05,104.94,18.12,13.28,136.65,NONE
JD-007,2024-01-04,Aurangabad,11.66,126.13,18.22,9.41,148.31,NONE
JD-007,2024-01-05,Aurangabad,9.01,98.26,11.29,6.19,157.32,E001
JD-007,2024-01-06,Aurangabad,8.83,101.84,16.88,9.54,166.15,NONE
JD-007,2024-01-07,Aurangabad,9.33,87.13,15.53,8.27,175.49,NONE
JD-007,2024-01-08,Aurangabad,5.48,53.27,14.62,6.02,180.96,NONE
JD-007,2024-01-09,Aurangabad,7.18,76.99,16.21,12.66,188.14,NONE
JD-007,2024-01-10,Aurangabad,10.71,102.27,16.58,6.24,198.86,NONE
JD-007,2024-01-11,Aurangabad,4.57,49.89,17.58,22.56,203.43,NONE
JD-007,2024-01-12,Aurangabad,8.46,102.88,9.05,6.96,211.89,NONE
JD-007,2024-01-13,Aurangabad,4.35,42.11,17.17,17.91,216.24,NONE
JD-007,2024-01-14,Aurangabad,4.36,52.86,22.13,10.93,220.61,NONE
JD-007,2024-01-15,Aurangabad,4.62,44.44,10.34,7.47,225.22,NONE
JD-007,2024-01-16,Aurangabad,8.15,80.41,14.15,24.79,233.37,NONE
JD-007,2024-01-17,Aurangabad,9.47,114.84,10.6,12.64,242.85,NONE
JD-007,2024-01-18,Aurangabad,8.44,78.69,8.31,18.41,251.28,NONE
JD-007,2024-01-19,Aurangabad,9.13,94.97,16.32,13.31,260.42,NONE
JD-007,2024-01-20,Aurangabad,4.19,42.57,11.17,6.97,264.61,NONE
JD-007,2024-01-21,Aurangabad,11.65,128.2,20.26,11.31,276.27,NONE
JD-007,2024-01-22,Aurangabad,7.15,70.3,9.84,8.58,283.41,E002
JD-007,2024-01-23,Aurangabad,10.38,116.79,17.26,14.5,293.79,NONE
JD-007,2024-01-24,Aurangabad,11.38,105.98,12.87,12.0,305.17,NONE
JD-007,2024-01-25,Aurangabad,10.26,125.79,12.21,22.49,315.43,NONE
JD-007,2024-01-26,Aurangabad,10.64,104.32,14.83,13.19,326.07,NONE
JD-007,2024-01-27,Aurangabad,11.83,114.24,21.42,11.68,337.9,NONE
JD-007,2024-01-28,Aurangabad,9.85,102.67,17.78,21.65,347.75,NONE
JD-007,2024-01-29,Aurangabad,10.43,123.71,9.23,18.84,358.18,NONE
JD-007,2024-01-30,Aurangabad,5.12,53.31,17.29,13.05,363.3,NONE
JD-007,2024-01-31,Aurangabad,8.16,100.12,10.47,18.51,371.46,NONE
JD-007,2024-02-01,Aurangabad,7.17,68.14,10.86,23.99,378.63,NONE
JD-007,2024-02-02,Aurangabad,11.04,132.3,24.6,9.17,389.66,NONE
JD-007,2024-02-03,Aurangabad,6.84,76.82,16.22,13.37,396.51,NONE
JD-007,2024-02-04,Aurangabad,6.86,75.37,17.74,8.23,403.37,NONE
JD-007,2024-02-05,Aurangabad,7.77,84.38,17.65,9.2,411.14,E002
JD-007,2024-02-06,Aurangabad,9.94,91.04,14.1,20.6,421.08,NONE
JD-007,2024-02-07,Aurangabad,8.51,84.41,19.7,16.35,429.59,NONE
JD-007,2024-02-08,Aurangabad,10.37,118.59,18.31,14.76,439.96,NONE
JD-007,2024-02-09,Aurangabad,5.07,50.24,15.16,16.99,445.03,NONE
JD-007,2024-02-10,Aurangabad,8.11,81.13,8.35,14.92,453.14,E001
JD-007,2024-02-11,Aurangabad,6.29,71.87,8.64,16.7,459.42,NONE
JD-007,2024-02-12,Aurangabad,11.53,111.16,16.02,6.83,470.95,NONE
JD-007,2024-02-13,Aurangabad,9.01,97.66,14.96,15.43,479.96,NONE
JD-007,2024-02-14,Aurangabad,11.17,108.48,8.62,22.23,491.13,NONE
JD-007,2024-02-15,Aurangabad,8.62,102.84,18.09,21.2,499.75,NONE
JD-007,2024-02-16,Aurangabad,7.44,85.41,23.3,16.44,507.19,NONE
JD-007,2024-02-17,Aurangabad,5.45,54.14,11.52,9.94,512.63,NONE
JD-007,2024-02-18,Aurangabad,6.45,70.06,17.94,13.53,519.08,NONE
JD-007,2024-02-19,Aurangabad,8.92,83.36,9.69,8.44,528.01,NONE
JD-007,2024-02-20,Aurangabad,8.14,79.54,12.92,13.01,536.15,NONE
JD-007,2024-02-21,Aurangabad,10.49,95.76,18.95,18.38,546.65,NONE
JD-007,2024-02-22,Aurangabad,10.39,125.39,8.58,8.08,557.04,NONE
JD-007,2024-02-23,Aurangabad,11.09,116.99,17.56,18.26,568.12,NONE
JD-007,2024-02-24,Aurangabad,9.43,113.81,24.68,19.4,577.56,NONE
JD-007,2024-02-25,Aurangabad,6.3,74.94,9.06,9.62,583.85,NONE
JD-007,2024-02-26,Aurangabad,11.18,110.69,11.88,7.76,595.03,NONE
JD-007,2024-02-27,Aurangabad,10.87,116.15,19.37,9.78,605.91,NONE
JD-007,2024-02-28,Aurangabad,10.06,115.9,13.4,13.21,615.97,NONE
JD-007,2024-02-29,Aurangabad,5.68,69.32,18.89,23.69,621.65,NONE
JD-007,2024-03-01,Aurangabad,6.43,74.46,20.87,18.83,628.08,NONE
JD-007,2024-03-02,Aurangabad,11.73,121.25,10.4,18.43,639.8,NONE
JD-007,2024-03-03,Aurangabad,9.83,107.42,11.66,15.09,649.64,NONE
JD-007,2024-03-04,Aurangabad,6.5,67.9,18.88,19.9,656.13,NONE
JD-007,2024-03-05,Aurangabad,5.86,60.8,12.68,8.97,661.99,NONE
JD-007,2024-03-06,Aurangabad,10.27,123.14,14.35,20.03,672.26,NONE
JD-007,2024-03-07,Aurangabad,11.18,131.78,11.26,24.13,683.43,NONE
JD-007,2024-03-08,Aurangabad,7.01,71.31,9.27,14.72,690.45,NONE
JD-007,2024-03-09,Aurangabad,4.87,48.12,13.47,21.18,695.32,NONE
JD-007,2024-03-10,Aurangabad,11.0,110.58,22.4,22.14,706.32,NONE
JD-007,2024-03-11,Aurangabad,10.12,96.62,19.63,23.9,716.44,NONE
JD-007,2024-03-12,Aurangabad,9.46,95.95,16.5,17.91,725.9,NONE
JD-007,2024-03-13,Aurangabad,8.08,76.52,13.39,21.05,733.99,NONE
JD-007,2024-03-14,Aurangabad,10.89,103.69,23.95,11.58,744.88,NONE
JD-007,2024-03-15,Aurangabad,9.3,106.84,21.63,23.91,754.18,NONE
JD-007,2024-03-16,Aurangabad,6.5,76.94,10.42,19.1,760.68,NONE
JD-007,2024-03-17,Aurangabad,9.94,111.8,12.41,22.46,770.61,NONE
JD-007,2024-03-18,Aurangabad,5.35,49.51,20.08,14.51,775.97,NONE
JD-007,2024-03-19,Aurangabad,10.79,111.26,11.02,21.73,786.76,NONE
JD-007,2024-03-20,Aurangabad,8.39,81.28,20.12,15.22,795.15,NONE
JD-007,2024-03-21,Aurangabad,8.83,93.27,21.91,21.59,803.98,NONE
JD-007,2024-03-22,Aurangabad,9.68,91.12,22.08,18.42,813.66,NONE
JD-007,2024-03-23,Aurangabad,9.58,98.09,22.74,19.51,823.24,NONE
JD-007,2024-03-24,Aurangabad,4.9,50.9,22.86,5.94,828.14,NONE
JD-007,2024-03-25,Aurangabad,11.69,131.61,18.66,10.41,839.83,NONE
JD-007,2024-03-26,Aurangabad,5.99,72.48,13.16,20.51,845.82,NONE
JD-007,2024-03-27,Aurangabad,7.14,68.07,8.42,15.89,852.96,NONE
JD-007,2024-03-28,Aurangabad,11.81,121.17,14.14,11.88,864.77,NONE
JD-007,2024-03-29,Aurangabad,8.16,85.66,22.75,15.11,872.93,NONE
JD-007,2024-03-30,Aurangabad,8.06,76.78,24.45,10.0,881.0,NONE
JD-007,2024-03-31,Aurangabad,4.59,51.4,18.06,13.3,885.58,NONE
JD-007,2024-04-01,Aurangabad,7.38,85.55,11.47,21.41,892.96,NONE
JD-007,2024-04-02,Aurangabad,9.19,95.79,15.8,10.13,902.15,NONE
JD-007,2024-04-03,Aurangabad,10.02,107.42,13.54,16.92,912.17,NONE
JD-007,2024-04-04,Aurangabad,11.97,125.34,23.43,11.9,924.13,NONE
JD-007,2024-04-05,Aurangabad,4.44,43.2,15.15,9.39,928.57,NONE
JD-007,2024-04-06,Aurangabad,4.0,48.07,22.16,19.85,932.57,NONE
JD-007,2024-04-07,Aurangabad,5.34,50.57,9.36,19.48,937.91,NONE
JD-007,2024-04-08,Aurangabad,11.43,119.56,10.21,15.25,949.34,NONE
JD-007,2024-04-09,Aurangabad,6.79,69.82,18.49,19.37,956.14,NONE
JD-007,2024-04-10,Aurangabad,4.88,44.91,24.64,9.65,961.02,E001
JD-007,2024-04-11,Aurangabad,4.43,42.93,8.89,12.84,965.45,NONE
JD-007,2024-04-12,Aurangabad,10.42,106.0,15.57,18.51,975.87,NONE
JD-007,2024-04-13,Aurangabad,8.07,95.57,22.53,5.2,983.94,NONE
JD-007,2024-04-14,Aurangabad,10.22,107.94,24.55,14.66,994.17,NONE
JD-007,2024-04-15,Aurangabad,11.9,136.77,12.34,15.77,1006.06,NONE
JD-007,2024-04-16,Aurangabad,11.94,141.2,9.85,19.13,1018.0,NONE
JD-007,2024-04-17,Aurangabad,6.76,61.58,14.9,9.7,1024.76,NONE
JD-007,2024-04-18,Aurangabad,10.55,107.21,21.89,5.01,1035.31,NONE
JD-007,2024-04-19,Aurangabad,6.46,63.68,12.1,6.36,1041.78,NONE
JD-007,2024-04-20,Aurangabad,5.5,59.7,13.05,13.35,1047.27,NONE
JD-007,2024-04-21,Aurangabad,7.01,83.39,23.17,14.86,1054.29,NONE
JD-007,2024-04-22,Aurangabad,6.64,62.58,23.97,6.2,1060.93,NONE
JD-007,2024-04-23,Aurangabad,6.38,64.04,13.53,8.29,1067.31,NONE
JD-007,2024-04-24,Aurangabad,10.27,97.24,18.71,7.48,1077.58,NONE
JD-007,2024-04-25,Aurangabad,4.56,54.75,11.38,21.43,1082.14,NONE
JD-007,2024-04-26,Aurangabad,8.36,77.97,24.0,9.94,1090.5,NONE
JD-007,2024-04-27,Aurangabad,10.88,104.65,22.33,5.26,1101.37,NONE
JD-007,2024-04-28,Aurangabad,8.09,93.46,23.66,23.18,1109.47,NONE
JD-007,2024-04-29,Aurangabad,10.56,125.91,11.53,10.68,1120.03,NONE
JD-007,2024-04-30,Aurangabad,6.31,64.94,14.73,15.89,1126.34,NONE
JD-007,2024-05-01,Aurangabad,5.28,59.63,11.01,11.21,1131.62,NONE
JD-007,2024-05-02,Aurangabad,8.03,93.37,20.44,17.91,1139.64,NONE
JD-007,2024-05-03,Aurangabad,5.25,56.83,9.69,12.55,1144.89,NONE
JD-007,2024-05-04,Aurangabad,7.31,67.29,12.76,24.11,1152.2,NONE
JD-007,2024-05-05,Aurangabad,11.63,118.72,8.96,8.58,1163.83,NONE
JD-007,2024-05-06,Aurangabad,7.14,86.49,10.57,20.27,1170.96,NONE
JD-007,2024-05-07,Aurangabad,4.87,59.53,14.54,20.5,1175.83,NONE
JD-007,2024-05-08,Aurangabad,6.74,74.77,11.41,7.92,1182.57,NONE
JD-007,2024-05-09,Aurangabad,11.5,138.3,22.88,17.51,1194.08,NONE
JD-007,2024-05-10,Aurangabad,10.47,97.35,13.77,11.27,1204.55,NONE
JD-007,2024-05-11,Aurangabad,9.09,92.86,10.69,16.93,1213.63,NONE
JD-007,2024-05-12,Aurangabad,10.52,108.36,10.43,8.93,1224.15,NONE
JD-007,2024-05-13,Aurangabad,5.9,59.24,18.84,17.02,1230.05,NONE
JD-007,2024-05-14,Aurangabad,9.57,98.0,21.83,9.08,1239.61,NONE
JD-007,2024-05-15,Aurangabad,7.75,90.29,11.22,7.2,1247.37,NONE
JD-007,2024-05-16,Aurangabad,11.07,112.68,19.52,5.51,1258.44,NONE
JD-007,2024-05-17,Aurangabad,9.52,96.09,9.16,17.2,1267.96,NONE
JD-007,2024-05-18,Aurangabad,5.93,61.16,9.57,7.94,1273.88,NONE
JD-007,2024-05-19,Aurangabad,6.38,59.8,23.26,5.12,1280.27,NONE
JD-007,2024-05-20,Aurangabad,7.87,74.58,13.32,23.52,1288.14,NONE
JD-007,2024-05-21,Aurangabad,5.29,64.45,11.64,19.83,1293.43,NONE
JD-007,2024-05-22,Aurangabad,8.37,99.77,17.38,15.69,1301.8,NONE
JD-007,2024-05-23,Aurangabad,5.56,53.48,23.36,11.56,1307.37,E001
JD-007,2024-05-24,Aurangabad,6.98,80.34,13.83,24.04,1314.34,NONE
JD-007,2024-05-25,Aurangabad,9.9,108.89,22.77,5.99,1324.25,NONE
JD-007,2024-05-26,Aurangabad,6.06,64.02,11.99,19.88,1330.3,NONE
JD-007,2024-05-27,Aurangabad,11.35,118.51,13.89,24.23,1341.66,NONE
JD-007,2024-05-28,Aurangabad,7.56,80.48,14.04,23.19,1349.22,NONE
JD-007,2024-05-29,Aurangabad,8.55,98.54,21.63,11.84,1357.77,NONE
JD-007,2024-05-30,Aurangabad,7.47,88.14,14.24,20.88,1365.24,NONE
JD-007,2024-05-31,Aurangabad,11.53,127.7,20.47,21.1,1376.77,NONE
JD-007,2024-06-01,Aurangabad,10.76,111.33,9.09,13.04,1387.53,NONE
JD-007,2024-06-02,Aurangabad,9.39,98.82,20.6,12.14,1396.92,NONE
JD-007,2024-06-03,Aurangabad,9.08,87.85,20.6,15.91,1405.99,NONE
JD-007,2024-06-04,Aurangabad,5.63,56.41,20.59,14.65,1411.63,NONE
JD-007,2024-06-05,Aurangabad,5.73,69.77,20.04,24.14,1417.36,NONE
JD-007,2024-06-06,Aurangabad,7.42,78.64,23.05,15.5,1424.77,NONE
JD-007,2024-06-07,Aurangabad,9.66,95.5,15.61,7.47,1434.43,NONE
JD-007,2024-06-08,Aurangabad,5.65,51.3,8.89,24.55,1440.08,NONE
JD-007,2024-06-09,Aurangabad,5.94,66.55,22.08,16.01,1446.02,NONE
JD-007,2024-06-10,Aurangabad,5.23,59.64,18.14,19.63,1451.24,NONE
JD-007,2024-06-11,Aurangabad,10.16,123.99,17.7,11.83,1461.4,NONE
JD-007,2024-06-12,Aurangabad,9.19,85.44,23.04,7.39,1470.59,NONE
JD-007,2024-06-13,Aurangabad,6.62,77.45,18.09,12.87,1477.21,NONE
JD-007,2024-06-14,Aurangabad,7.79,92.04,13.85,22.39,1485.0,NONE
JD-007,2024-06-15,Aurangabad,4.71,54.44,22.22,8.64,1489.7,NONE
JD-007,2024-06-16,Aurangabad,7.44,71.53,19.9,15.71,1497.15,NONE
JD-007,2024-06-17,Aurangabad,9.08,88.19,11.74,5.83,1506.23,NONE
JD-007,2024-06-18,Aurangabad,6.58,71.51,22.39,18.34,1512.8,NONE
JD-007,2024-06-19,Aurangabad,7.48,90.81,20.11,23.6,1520.29,NONE
JD-007,2024-06-20,Aurangabad,8.22,81.47,9.12,19.52,1528.51,NONE
JD-007,2024-06-21,Aurangabad,4.97,49.96,17.03,16.29,1533.48,NONE
JD-007,2024-06-22,Aurangabad,8.8,84.64,14.51,17.34,1542.28,NONE
JD-007,2024-06-23,Aurangabad,11.76,134.19,23.46,20.24,1554.04,NONE
JD-007,2024-06-24,Aurangabad,8.73,84.68,19.24,17.47,1562.78,NONE
JD-007,2024-06-25,Aurangabad,8.82,93.93,16.96,11.69,1571.6,NONE
JD-007,2024-06-26,Aurangabad,8.15,79.21,21.52,8.72,1579.75,NONE
JD-007,2024-06-27,Aurangabad,4.68,49.04,19.1,13.75,1584.43,NONE
JD-007,2024-06-28,Aurangabad,6.21,67.54,13.97,23.66,1590.64,NONE
